DATE,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023-02-10 12:00:00,0,0,0,0
2023-02-10 18:00:00,0,0,0,0
2023-02-11 00:00:00,76056,76390,1775,102431
2023-02-11 06:00:00,0,0,0,0
2023-02-11 12:00:00,0,0,0,0
2023-02-11 18:00:00,0,0,0,0
2023-02-12 00:00:00,70014,70569,1740,96336
2023-02-12 06:00:00,0,0,0,0
2023-02-12 12:00:00,0,0,0,0
2023-02-12 18:00:00,0,0,0,0
2023-02-13 00:00:00,86168,86072,1958,105580
2023-02-13 06:00:00,0,0,0,0
2023-02-13 12:00:00,0,0,0,0
2023-02-13 18:00:00,0,0,0,0
2023-02-14 00:00:00,90711,90284,2010,108073
2023-02-14 06:00:00,0,0,0,0
2023-02-14 12:00:00,0,0,0,0
2023-02-14 18:00:00,0,0,0,0
2023-02-15 00:00:00,95150,94590,2019,112905
2023-02-15 06:00:00,0,0,0,0
2023-02-15 12:00:00,0,0,0,0
2023-02-15 18:00:00,0,0,0,0
2023-02-16 00:00:00,93099,94056,1958,114082
2023-02-16 06:00:00,0,0,0,0
2023-02-16 12:00:00,0,0,0,0
2023-02-16 18:00:00,0,0,0,0
2023-02-17 00:00:00,89232,89938,1930,110886
2023-02-17 06:00:00,0,0,0,0
2023-02-17 12:00:00,0,0,0,0
2023-02-17 18:00:00,0,0,0,0
2023-02-18 00:00:00,75900,76328,1852,98086
2023-02-18 06:00:00,0,0,0,0
2023-02-18 12:00:00,0,0,0,0
2023-02-18 18:00:00,0,0,0,0
2023-02-19 00:00:00,68189,68285,1819,90039
2023-02-19 06:00:00,0,0,0,0
2023-02-19 12:00:00,0,0,0,0
2023-02-19 18:00:00,0,0,0,0
2023-02-20 00:00:00,78574,79368,1828,103334
2023-02-20 06:00:00,0,0,0,0
2023-02-20 12:00:00,0,0,0,0
2023-02-20 18:00:00,0,0,0,0
2023-02-21 00:00:00,88827,88713,1956,108366
2023-02-21 06:00:00,0,0,0,0
2023-02-21 12:00:00,0,0,0,0
2023-02-21 18:00:00,0,0,0,0
2023-02-22 00:00:00,88238,89184,1938,109066
2023-02-22 06:00:00,0,0,0,0
2023-02-22 12:00:00,0,0,0,0
2023-02-22 18:00:00,0,0,0,0
2023-02-23 00:00:00,78529,78401,1880,100223
2023-02-23 06:00:00,0,0,0,0
2023-02-23 12:00:00,0,0,0,0
2023-02-23 18:00:00,0,0,0,0
2023-02-24 00:00:00,82951,83814,1953,101535
2023-02-24 06:00:00,0,0,0,0
2023-02-24 12:00:00,0,0,0,0
2023-02-24 18:00:00,0,0,0,0
2023-02-25 00:00:00,75577,75649,1920,94196
2023-02-25 06:00:00,0,0,0,0
2023-02-25 12:00:00,0,0,0,0
2023-02-25 18:00:00,0,0,0,0
2023-02-26 00:00:00,74369,74329,1891,94186
2023-02-26 06:00:00,0,0,0,0
2023-02-26 12:00:00,0,0,0,0
2023-02-26 18:00:00,0,0,0,0
2023-02-27 00:00:00,81714,82607,1893,103758
2023-02-27 06:00:00,0,0,0,0
2023-02-27 12:00:00,0,0,0,0
2023-02-27 18:00:00,0,0,0,0
2023-02-28 00:00:00,77511,78241,1804,102926
2023-02-28 06:00:00,0,0,0,0
2023-02-28 12:00:00,0,0,0,0
2023-02-28 18:00:00,0,0,0,0
2023-03-01 00:00:00,74880,75181,1842,97189
2023-03-01 06:00:00,0,0,0,0
2023-03-01 12:00:00,0,0,0,0
2023-03-01 18:00:00,0,0,0,0
2023-03-02 00:00:00,75137,75402,1879,95709
2023-03-02 06:00:00,0,0,0,0
2023-03-02 12:00:00,0,0,0,0
2023-03-02 18:00:00,0,0,0,0
2023-03-03 00:00:00,79295,79610,1898,100064
2023-03-03 06:00:00,0,0,0,0
2023-03-03 12:00:00,0,0,0,0
2023-03-03 18:00:00,0,0,0,0
2023-03-04 00:00:00,68742,69492,1782,92554
2023-03-04 06:00:00,0,0,0,0
2023-03-04 12:00:00,0,0,0,0
2023-03-04 18:00:00,0,0,0,0
2023-03-05 00:00:00,67498,68115,1846,87967
2023-03-05 06:00:00,0,0,0,0
2023-03-05 12:00:00,0,0,0,0
2023-03-05 18:00:00,0,0,0,0
2023-03-06 00:00:00,75730,76506,1868,97539
2023-03-06 06:00:00,0,0,0,0
2023-03-06 12:00:00,0,0,0,0
2023-03-06 18:00:00,0,0,0,0
2023-03-07 00:00:00,73828,74093,1825,97025
2023-03-07 06:00:00,0,0,0,0
2023-03-07 12:00:00,0,0,0,0
2023-03-07 18:00:00,0,0,0,0
2023-03-08 00:00:00,71690,71925,1819,94366
2023-03-08 06:00:00,0,0,0,0
2023-03-08 12:00:00,0,0,0,0
2023-03-08 18:00:00,0,0,0,0
2023-03-09 00:00:00,70528,70336,1815,92963
2023-03-09 06:00:00,0,0,0,0
2023-03-09 12:00:00,0,0,0,0
2023-03-09 18:00:00,0,0,0,0
2023-03-10 00:00:00,67997,68031,1813,89919
2023-03-10 06:00:00,0,0,0,0
2023-03-10 12:00:00,0,0,0,0
2023-03-10 18:00:00,0,0,0,0
2023-03-11 00:00:00,60995,61336,1724,84676
2023-03-11 06:00:00,0,0,0,0
2023-03-11 12:00:00,0,0,0,0
2023-03-11 18:00:00,0,0,0,0
2023-03-12 00:00:00,59603,59524,1743,81999
2023-03-12 06:00:00,0,0,0,0
2023-03-12 12:00:00,0,0,0,0
2023-03-12 18:00:00,0,0,0,0
2023-03-13 00:00:00,69470,69478,1896,88390
2023-03-13 06:00:00,0,0,0,0
2023-03-13 12:00:00,0,0,0,0
2023-03-13 18:00:00,0,0,0,0
2023-03-14 00:00:00,73119,73073,1848,94979
2023-03-14 06:00:00,0,0,0,0
2023-03-14 12:00:00,0,0,0,0
2023-03-14 18:00:00,0,0,0,0
2023-03-15 00:00:00,70895,71209,1830,93092
2023-03-15 06:00:00,0,0,0,0
2023-03-15 12:00:00,0,0,0,0
2023-03-15 18:00:00,0,0,0,0
2023-03-16 00:00:00,69303,69227,1851,89718
2023-03-16 06:00:00,0,0,0,0
2023-03-16 12:00:00,0,0,0,0
2023-03-16 18:00:00,0,0,0,0
2023-03-17 00:00:00,70581,70320,1948,87102
2023-03-17 06:00:00,0,0,0,0
2023-03-17 12:00:00,0,0,0,0
2023-03-17 18:00:00,0,0,0,0
2023-03-18 00:00:00,70282,70411,1945,86650
2023-03-18 06:00:00,0,0,0,0
2023-03-18 12:00:00,0,0,0,0
2023-03-18 18:00:00,0,0,0,0
2023-03-19 00:00:00,63081,63430,1802,83973
2023-03-19 06:00:00,0,0,0,0
2023-03-19 12:00:00,0,0,0,0
2023-03-19 18:00:00,0,0,0,0
2023-03-20 00:00:00,68820,69284,1777,93007
2023-03-20 06:00:00,0,0,0,0
2023-03-20 12:00:00,0,0,0,0
2023-03-20 18:00:00,0,0,0,0
2023-03-21 00:00:00,65278,65248,1768,88560
2023-03-21 06:00:00,0,0,0,0
2023-03-21 12:00:00,0,0,0,0
2023-03-21 18:00:00,0,0,0,0
2023-03-22 00:00:00,67114,67146,1783,90184
2023-03-22 06:00:00,0,0,0,0
2023-03-22 12:00:00,0,0,0,0
2023-03-22 18:00:00,0,0,0,0
2023-03-23 00:00:00,68244,68096,1848,88784
2023-03-23 06:00:00,0,0,0,0
2023-03-23 12:00:00,0,0,0,0
2023-03-23 18:00:00,0,0,0,0
2023-03-24 00:00:00,66926,66621,1804,88921
2023-03-24 06:00:00,0,0,0,0
2023-03-24 12:00:00,0,0,0,0
2023-03-24 18:00:00,0,0,0,0
2023-03-25 00:00:00,64159,64201,1824,84553
2023-03-25 06:00:00,0,0,0,0
2023-03-25 12:00:00,0,0,0,0
2023-03-25 18:00:00,0,0,0,0
2023-03-26 00:00:00,63623,63506,1820,83915
2023-03-26 06:00:00,0,0,0,0
2023-03-26 12:00:00,0,0,0,0
2023-03-26 18:00:00,0,0,0,0
2023-03-27 00:00:00,69126,68991,1846,89471
2023-03-27 06:00:00,0,0,0,0
2023-03-27 12:00:00,0,0,0,0
2023-03-27 18:00:00,0,0,0,0
2023-03-28 00:00:00,73008,72857,1934,90333
2023-03-28 06:00:00,0,0,0,0
2023-03-28 12:00:00,0,0,0,0
2023-03-28 18:00:00,0,0,0,0
2023-03-29 00:00:00,70080,70056,1885,89026
2023-03-29 06:00:00,0,0,0,0
2023-03-29 12:00:00,0,0,0,0
2023-03-29 18:00:00,0,0,0,0
2023-03-30 00:00:00,67994,68183,1848,88091
2023-03-30 06:00:00,0,0,0,0
2023-03-30 12:00:00,0,0,0,0
2023-03-30 18:00:00,0,0,0,0
2023-03-31 00:00:00,65928,66043,1823,86854
2023-03-31 06:00:00,0,0,0,0
2023-03-31 12:00:00,0,0,0,0
2023-03-31 18:00:00,0,0,0,0
2023-04-01 00:00:00,59706,59844,1781,80162
2023-04-01 06:00:00,0,0,0,0
2023-04-01 12:00:00,0,0,0,0
2023-04-01 18:00:00,0,0,0,0
2023-04-02 00:00:00,58185,58302,1855,75425
2023-04-02 06:00:00,0,0,0,0
2023-04-02 12:00:00,0,0,0,0
2023-04-02 18:00:00,0,0,0,0
2023-04-03 00:00:00,67146,67208,1914,84043
2023-04-03 06:00:00,0,0,0,0
2023-04-03 12:00:00,0,0,0,0
2023-04-03 18:00:00,0,0,0,0
2023-04-04 00:00:00,68283,68063,1874,86987
2023-04-04 06:00:00,0,0,0,0
2023-04-04 12:00:00,0,0,0,0
2023-04-04 18:00:00,0,0,0,0
2023-04-05 00:00:00,67592,67420,1928,84089
2023-04-05 06:00:00,0,0,0,0
2023-04-05 12:00:00,0,0,0,0
2023-04-05 18:00:00,0,0,0,0
2023-04-06 00:00:00,67093,66933,1918,84071
2023-04-06 06:00:00,0,0,0,0
2023-04-06 12:00:00,0,0,0,0
2023-04-06 18:00:00,0,0,0,0
2023-04-07 00:00:00,67382,67090,1964,82359
2023-04-07 06:00:00,0,0,0,0
2023-04-07 12:00:00,0,0,0,0
2023-04-07 18:00:00,0,0,0,0
2023-04-08 00:00:00,60762,60778,1916,75815
2023-04-08 06:00:00,0,0,0,0
2023-04-08 12:00:00,0,0,0,0
2023-04-08 18:00:00,0,0,0,0
2023-04-09 00:00:00,60321,59850,1919,75073
2023-04-09 06:00:00,0,0,0,0
2023-04-09 12:00:00,0,0,0,0
2023-04-09 18:00:00,0,0,0,0
2023-04-10 00:00:00,67707,67476,1910,85010
2023-04-10 06:00:00,0,0,0,0
2023-04-10 12:00:00,0,0,0,0
2023-04-10 18:00:00,0,0,0,0
2023-04-11 00:00:00,67758,67520,1904,85081
2023-04-11 06:00:00,0,0,0,0
2023-04-11 12:00:00,0,0,0,0
2023-04-11 18:00:00,0,0,0,0
2023-04-12 00:00:00,67459,67360,1938,83448
2023-04-12 06:00:00,0,0,0,0
2023-04-12 12:00:00,0,0,0,0
2023-04-12 18:00:00,0,0,0,0
2023-04-13 00:00:00,67242,66897,1878,85656
2023-04-13 06:00:00,0,0,0,0
2023-04-13 12:00:00,0,0,0,0
2023-04-13 18:00:00,0,0,0,0
2023-04-14 00:00:00,66832,66595,1929,82888
2023-04-14 06:00:00,0,0,0,0
2023-04-14 12:00:00,0,0,0,0
2023-04-14 18:00:00,0,0,0,0
2023-04-15 00:00:00,61838,61617,1921,77568
2023-04-15 06:00:00,0,0,0,0
2023-04-15 12:00:00,0,0,0,0
2023-04-15 18:00:00,0,0,0,0
2023-04-16 00:00:00,58138,58234,1857,75046
2023-04-16 06:00:00,0,0,0,0
2023-04-16 12:00:00,0,0,0,0
2023-04-16 18:00:00,0,0,0,0
2023-04-17 00:00:00,65977,65920,1957,80796
2023-04-17 06:00:00,0,0,0,0
2023-04-17 12:00:00,0,0,0,0
2023-04-17 18:00:00,0,0,0,0
2023-04-18 00:00:00,68482,68070,1966,83455
2023-04-18 06:00:00,0,0,0,0
2023-04-18 12:00:00,0,0,0,0
2023-04-18 18:00:00,0,0,0,0
2023-04-19 00:00:00,67613,67394,1893,85598
2023-04-19 06:00:00,0,0,0,0
2023-04-19 12:00:00,0,0,0,0
2023-04-19 18:00:00,0,0,0,0
2023-04-20 00:00:00,67479,67264,1887,85493
2023-04-20 06:00:00,0,0,0,0
2023-04-20 12:00:00,0,0,0,0
2023-04-20 18:00:00,0,0,0,0
2023-04-21 00:00:00,68120,67952,1950,83461
2023-04-21 06:00:00,0,0,0,0
2023-04-21 12:00:00,0,0,0,0
2023-04-21 18:00:00,0,0,0,0
2023-04-22 00:00:00,59167,58965,1898,74537
2023-04-22 06:00:00,0,0,0,0
2023-04-22 12:00:00,0,0,0,0
2023-04-22 18:00:00,0,0,0,0
2023-04-23 00:00:00,57698,57474,1895,72789
2023-04-23 06:00:00,0,0,0,0
2023-04-23 12:00:00,0,0,0,0
2023-04-23 18:00:00,0,0,0,0
2023-04-24 00:00:00,66112,65980,2031,77751
2023-04-24 06:00:00,0,0,0,0
2023-04-24 12:00:00,0,0,0,0
2023-04-24 18:00:00,0,0,0,0
2023-04-25 00:00:00,68333,68155,2004,81681
2023-04-25 06:00:00,0,0,0,0
2023-04-25 12:00:00,0,0,0,0
2023-04-25 18:00:00,0,0,0,0
2023-04-26 00:00:00,68524,68146,2031,80697
2023-04-26 06:00:00,0,0,0,0
2023-04-26 12:00:00,0,0,0,0
2023-04-26 18:00:00,0,0,0,0
2023-04-27 00:00:00,65690,65915,1838,85505
2023-04-27 06:00:00,0,0,0,0
2023-04-27 12:00:00,0,0,0,0
2023-04-27 18:00:00,0,0,0,0
2023-04-28 00:00:00,64140,64254,1939,79074
2023-04-28 06:00:00,0,0,0,0
2023-04-28 12:00:00,0,0,0,0
2023-04-28 18:00:00,0,0,0,0
2023-04-29 00:00:00,56898,57571,1858,73357
2023-04-29 06:00:00,0,0,0,0
2023-04-29 12:00:00,0,0,0,0
2023-04-29 18:00:00,0,0,0,0
2023-04-30 00:00:00,55787,55835,1836,73099
2023-04-30 06:00:00,0,0,0,0
2023-04-30 12:00:00,0,0,0,0
2023-04-30 18:00:00,0,0,0,0
2023-05-01 00:00:00,58945,58996,1904,74372
2023-05-01 06:00:00,0,0,0,0
2023-05-01 12:00:00,0,0,0,0
2023-05-01 18:00:00,0,0,0,0
2023-05-02 00:00:00,58785,58734,1883,74785
2023-05-02 06:00:00,0,0,0,0
2023-05-02 12:00:00,0,0,0,0
2023-05-02 18:00:00,0,0,0,0
2023-05-03 00:00:00,53640,53566,1854,69266
2023-05-03 06:00:00,0,0,0,0
2023-05-03 12:00:00,0,0,0,0
2023-05-03 18:00:00,0,0,0,0
2023-05-04 00:00:00,53469,53477,1850,69223
2023-05-04 06:00:00,0,0,0,0
2023-05-04 12:00:00,0,0,0,0
2023-05-04 18:00:00,0,0,0,0
2023-05-05 00:00:00,54289,54157,1875,69477
2023-05-05 06:00:00,0,0,0,0
2023-05-05 12:00:00,0,0,0,0
2023-05-05 18:00:00,0,0,0,0
2023-05-06 00:00:00,56069,55953,1846,72789
2023-05-06 06:00:00,0,0,0,0
2023-05-06 12:00:00,0,0,0,0
2023-05-06 18:00:00,0,0,0,0
2023-05-07 00:00:00,56421,56099,1937,70099
2023-05-07 06:00:00,0,0,0,0
2023-05-07 12:00:00,0,0,0,0
2023-05-07 18:00:00,0,0,0,0
2023-05-08 00:00:00,63948,64345,1970,77808
2023-05-08 06:00:00,0,0,0,0
2023-05-08 12:00:00,0,0,0,0
2023-05-08 18:00:00,0,0,0,0
2023-05-09 00:00:00,64943,64975,1940,80363
2023-05-09 06:00:00,0,0,0,0
2023-05-09 12:00:00,0,0,0,0
2023-05-09 18:00:00,0,0,0,0
2023-05-10 00:00:00,65314,65218,1954,79904
2023-05-10 06:00:00,0,0,0,0
2023-05-10 12:00:00,0,0,0,0
2023-05-10 18:00:00,0,0,0,0
2023-05-11 00:00:00,66081,65993,2027,77941
2023-05-11 06:00:00,0,0,0,0
2023-05-11 12:00:00,0,0,0,0
2023-05-11 18:00:00,0,0,0,0
2023-05-12 00:00:00,65569,65423,1956,80360
2023-05-12 06:00:00,0,0,0,0
2023-05-12 12:00:00,0,0,0,0
2023-05-12 18:00:00,0,0,0,0
2023-05-13 00:00:00,58995,58984,1934,73436
2023-05-13 06:00:00,0,0,0,0
2023-05-13 12:00:00,0,0,0,0
2023-05-13 18:00:00,0,0,0,0
2023-05-14 00:00:00,56533,56217,1831,74084
2023-05-14 06:00:00,0,0,0,0
2023-05-14 12:00:00,0,0,0,0
2023-05-14 18:00:00,0,0,0,0
2023-05-15 00:00:00,64960,64944,2002,77907
2023-05-15 06:00:00,0,0,0,0
2023-05-15 12:00:00,0,0,0,0
2023-05-15 18:00:00,0,0,0,0
2023-05-16 00:00:00,66541,66534,1973,80677
2023-05-16 06:00:00,0,0,0,0
2023-05-16 12:00:00,0,0,0,0
2023-05-16 18:00:00,0,0,0,0
2023-05-17 00:00:00,69594,69231,2006,83026
2023-05-17 06:00:00,0,0,0,0
2023-05-17 12:00:00,0,0,0,0
2023-05-17 18:00:00,0,0,0,0
2023-05-18 00:00:00,72827,72545,2050,84912
2023-05-18 06:00:00,0,0,0,0
2023-05-18 12:00:00,0,0,0,0
2023-05-18 18:00:00,0,0,0,0
2023-05-19 00:00:00,68698,68747,2025,81453
2023-05-19 06:00:00,0,0,0,0
2023-05-19 12:00:00,0,0,0,0
2023-05-19 18:00:00,0,0,0,0
2023-05-20 00:00:00,60093,60067,1910,75358
2023-05-20 06:00:00,0,0,0,0
2023-05-20 12:00:00,0,0,0,0
2023-05-20 18:00:00,0,0,0,0
2023-05-21 00:00:00,58432,58293,1936,72377
2023-05-21 06:00:00,0,0,0,0
2023-05-21 12:00:00,0,0,0,0
2023-05-21 18:00:00,0,0,0,0
2023-05-22 00:00:00,70485,70253,2049,81953
2023-05-22 06:00:00,0,0,0,0
2023-05-22 12:00:00,0,0,0,0
2023-05-22 18:00:00,0,0,0,0
2023-05-23 00:00:00,66738,66769,1997,79886
2023-05-23 06:00:00,0,0,0,0
2023-05-23 12:00:00,0,0,0,0
2023-05-23 18:00:00,0,0,0,0
2023-05-24 00:00:00,65796,65823,1977,79640
2023-05-24 06:00:00,0,0,0,0
2023-05-24 12:00:00,0,0,0,0
2023-05-24 18:00:00,0,0,0,0
2023-05-25 00:00:00,65255,65318,2016,77607
2023-05-25 06:00:00,0,0,0,0
2023-05-25 12:00:00,0,0,0,0
2023-05-25 18:00:00,0,0,0,0
2023-05-26 00:00:00,65352,65374,2031,77222
2023-05-26 06:00:00,0,0,0,0
2023-05-26 12:00:00,0,0,0,0
2023-05-26 18:00:00,0,0,0,0
2023-05-27 00:00:00,60254,60038,1965,73482
2023-05-27 06:00:00,0,0,0,0
2023-05-27 12:00:00,0,0,0,0
2023-05-27 18:00:00,0,0,0,0
2023-05-28 00:00:00,58098,58072,1862,74808
2023-05-28 06:00:00,0,0,0,0
2023-05-28 12:00:00,0,0,0,0
2023-05-28 18:00:00,0,0,0,0
2023-05-29 00:00:00,66649,66563,2021,78870
2023-05-29 06:00:00,0,0,0,0
2023-05-29 12:00:00,0,0,0,0
2023-05-29 18:00:00,0,0,0,0
2023-05-30 00:00:00,69097,69039,1996,82874
2023-05-30 06:00:00,0,0,0,0
2023-05-30 12:00:00,0,0,0,0
2023-05-30 18:00:00,0,0,0,0
2023-05-31 00:00:00,65505,65625,1917,81922
2023-05-31 06:00:00,0,0,0,0
2023-05-31 12:00:00,0,0,0,0
2023-05-31 18:00:00,0,0,0,0
2023-06-01 00:00:00,67445,67358,1935,83748
2023-06-01 06:00:00,0,0,0,0
2023-06-01 12:00:00,0,0,0,0
2023-06-01 18:00:00,0,0,0,0
2023-06-02 00:00:00,70181,69633,2060,81611
2023-06-02 06:00:00,0,0,0,0
2023-06-02 12:00:00,0,0,0,0
2023-06-02 18:00:00,0,0,0,0
2023-06-03 00:00:00,61277,61178,1951,75293
2023-06-03 06:00:00,0,0,0,0
2023-06-03 12:00:00,0,0,0,0
2023-06-03 18:00:00,0,0,0,0
2023-06-04 00:00:00,58735,58896,1871,75183
2023-06-04 06:00:00,0,0,0,0
2023-06-04 12:00:00,0,0,0,0
2023-06-04 18:00:00,0,0,0,0
2023-06-05 00:00:00,68260,68415,1977,82868
2023-06-05 06:00:00,0,0,0,0
2023-06-05 12:00:00,0,0,0,0
2023-06-05 18:00:00,0,0,0,0
2023-06-06 00:00:00,67872,68174,1959,83020
2023-06-06 06:00:00,0,0,0,0
2023-06-06 12:00:00,0,0,0,0
2023-06-06 18:00:00,0,0,0,0
2023-06-07 00:00:00,70811,70655,1960,86455
2023-06-07 06:00:00,0,0,0,0
2023-06-07 12:00:00,0,0,0,0
2023-06-07 18:00:00,0,0,0,0
2023-06-08 00:00:00,71834,71834,2007,85502
2023-06-08 06:00:00,0,0,0,0
2023-06-08 12:00:00,0,0,0,0
2023-06-08 18:00:00,0,0,0,0
2023-06-09 00:00:00,69598,69809,2022,82623
2023-06-09 06:00:00,0,0,0,0
2023-06-09 12:00:00,0,0,0,0
2023-06-09 18:00:00,0,0,0,0
2023-06-10 00:00:00,62716,62722,1871,80182
2023-06-10 06:00:00,0,0,0,0
2023-06-10 12:00:00,0,0,0,0
2023-06-10 18:00:00,0,0,0,0
2023-06-11 00:00:00,60296,60037,1894,76428
2023-06-11 06:00:00,0,0,0,0
2023-06-11 12:00:00,0,0,0,0
2023-06-11 18:00:00,0,0,0,0
2023-06-12 00:00:00,69074,69172,2011,82183
2023-06-12 06:00:00,0,0,0,0
2023-06-12 12:00:00,0,0,0,0
2023-06-12 18:00:00,0,0,0,0
2023-06-13 00:00:00,74839,74344,2067,86296
2023-06-13 06:00:00,0,0,0,0
2023-06-13 12:00:00,0,0,0,0
2023-06-13 18:00:00,0,0,0,0
2023-06-14 00:00:00,73339,73024,2043,85449
2023-06-14 06:00:00,0,0,0,0
2023-06-14 12:00:00,0,0,0,0
2023-06-14 18:00:00,0,0,0,0
2023-06-15 00:00:00,72105,71880,2000,85903
2023-06-15 06:00:00,0,0,0,0
2023-06-15 12:00:00,0,0,0,0
2023-06-15 18:00:00,0,0,0,0
2023-06-16 00:00:00,74340,74296,1990,89286
2023-06-16 06:00:00,0,0,0,0
2023-06-16 12:00:00,0,0,0,0
2023-06-16 18:00:00,0,0,0,0
2023-06-17 00:00:00,67133,66757,1940,82639
2023-06-17 06:00:00,0,0,0,0
2023-06-17 12:00:00,0,0,0,0
2023-06-17 18:00:00,0,0,0,0
2023-06-18 00:00:00,66611,66503,1951,81587
2023-06-18 06:00:00,0,0,0,0
2023-06-18 12:00:00,0,0,0,0
2023-06-18 18:00:00,0,0,0,0
2023-06-19 00:00:00,73319,73223,1969,88777
2023-06-19 06:00:00,0,0,0,0
2023-06-19 12:00:00,0,0,0,0
2023-06-19 18:00:00,0,0,0,0
2023-06-20 00:00:00,72096,71911,1956,88146
2023-06-20 06:00:00,0,0,0,0
2023-06-20 12:00:00,0,0,0,0
2023-06-20 18:00:00,0,0,0,0
2023-06-21 00:00:00,71727,71853,1956,87870
2023-06-21 06:00:00,0,0,0,0
2023-06-21 12:00:00,0,0,0,0
2023-06-21 18:00:00,0,0,0,0
2023-06-22 00:00:00,69430,69120,1943,85873
2023-06-22 06:00:00,0,0,0,0
2023-06-22 12:00:00,0,0,0,0
2023-06-22 18:00:00,0,0,0,0
2023-06-23 00:00:00,68675,68738,1970,83517
2023-06-23 06:00:00,0,0,0,0
2023-06-23 12:00:00,0,0,0,0
2023-06-23 18:00:00,0,0,0,0
2023-06-24 00:00:00,65855,65546,1923,81868
2023-06-24 06:00:00,0,0,0,0
2023-06-24 12:00:00,0,0,0,0
2023-06-24 18:00:00,0,0,0,0
2023-06-25 00:00:00,66546,65811,1926,82482
2023-06-25 06:00:00,0,0,0,0
2023-06-25 12:00:00,0,0,0,0
2023-06-25 18:00:00,0,0,0,0
2023-06-26 00:00:00,77087,76643,1959,93455
2023-06-26 06:00:00,0,0,0,0
2023-06-26 12:00:00,0,0,0,0
2023-06-26 18:00:00,0,0,0,0
2023-06-27 00:00:00,79179,78531,1995,94461
2023-06-27 06:00:00,0,0,0,0
2023-06-27 12:00:00,0,0,0,0
2023-06-27 18:00:00,0,0,0,0
2023-06-28 00:00:00,84514,83798,2032,98822
2023-06-28 06:00:00,0,0,0,0
2023-06-28 12:00:00,0,0,0,0
2023-06-28 18:00:00,0,0,0,0
2023-06-29 00:00:00,86186,86725,1951,104688
2023-06-29 06:00:00,0,0,0,0
2023-06-29 12:00:00,0,0,0,0
2023-06-29 18:00:00,0,0,0,0
2023-06-30 00:00:00,82944,83606,1953,101165
